customer_id,gender,age,relationship_status,state,number_of_referrals,tenure_in_months,value_deal,voice_assistance,dual_connectivity,data_service,data_plan,cyber_protection,data_backup,gadget_protection,vip_support,video_streaming,cinema_streaming,audio_streaming,unlimited_data,service_commitment,digital_invoicing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
CUS-00121-US,Female,20,Single,Wisconsin,15,10,,Inactive,,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,59,4191,1,0,0,3773,Stayed,,
CUS-00122-US,Female,51,Married,Tennessee,3,31,Deal 3,Active,Inactive,Active,Fiber Optic,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Credit Card,78,2203,0,143,744,3366,Stayed,,
CUS-00123-US,Female,23,Single,Arizona,9,10,Deal 1,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,One Year,Inactive,Bank Withdrawal,100,6923,16,0,1884,9063,Stayed,,
CUS-00124-US,Female,31,Single,Wisconsin,12,6,,Active,Inactive,Inactive,,,,,,,,,,One Year,Inactive,Credit Card,19,624,0,0,278,884,Stayed,,
CUS-00125-US,Male,21,Married,New York,1,1,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Active,Bank Withdrawal,77,383,0,0,104,473,Churned,Price,Competitor made better offer
CUS-00126-US,Male,62,Single,North Carolina,7,7,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,89,163,0,0,28,182,Churned,Price,Competitor made better offer
CUS-00127-US,Female,19,Single,California,8,7,,Active,Inactive,Inactive,,,,,,,,,,One Year,Active,Bank Withdrawal,21,237,0,0,73,268,Stayed,,
CUS-00128-US,Female,67,Single,Virginia,10,14,Deal 5,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,One Year,Inactive,Bank Withdrawal,79,280,0,0,160,407,Stayed,,
CUS-00129-US,Female,67,Married,Washington,12,24,Deal 2,Inactive,,Active,DSL,Active,Inactive,Inactive,Inactive,Active,Active,Active,Active,Two Year,Active,Credit Card,49,2577,0,0,0,2390,Stayed,,
CUS-00130-US,Male,19,Married,Missouri,7,11,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,46,217,0,0,114,342,Churned,Price,Competitor made better offer
CUS-00131-US,Female,36,Single,Arizona,13,1,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,21,154,0,0,24,193,Stayed,,
CUS-00132-US,Female,77,Single,Tennessee,2,11,Deal 5,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,41,82,0,0,43,145,Joined,,
CUS-00133-US,Female,44,Married,Florida,6,33,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,84,231,0,0,43,299,Joined,,
CUS-00134-US,Female,34,Single,Virginia,4,31,Deal 4,Active,Active,Active,DSL,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,65,1084,0,0,213,1407,Stayed,,
CUS-00135-US,Female,57,Married,Washington,6,17,Deal 1,Active,Active,Active,DSL,Active,Active,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,66,4530,0,0,246,5291,Stayed,,
CUS-00136-US,Female,78,Married,Florida,13,25,Deal 2,Inactive,,Active,DSL,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Bank Withdrawal,33,2266,0,0,0,2217,Stayed,,
CUS-00137-US,Female,42,Married,Michigan,10,23,,Inactive,,Active,DSL,Active,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,53,3956,0,0,0,3728,Stayed,,
CUS-00138-US,Male,29,Single,Wisconsin,0,20,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,75,78,0,0,40,128,Churned,Price,Competitor made better offer
CUS-00139-US,Female,21,Married,Indiana,4,6,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,79,4923,0,0,950,5780,Stayed,,
CUS-00140-US,Female,41,Single,New York,12,2,,Inactive,,Active,DSL,Active,Inactive,Active,Inactive,Inactive,Active,Active,Active,One Year,Inactive,Credit Card,47,2036,0,0,0,2390,Stayed,,
CUS-00141-US,Male,54,Single,Florida,14,7,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,83,83,0,0,34,127,Churned,Other,Moved
CUS-00142-US,Male,49,Single,Arizona,8,7,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,92,1373,0,0,784,2076,Churned,Price,Competitor had better devices
CUS-00143-US,Female,63,Single,New York,4,8,Deal 2,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,112,5756,0,0,1730,7474,Stayed,,
CUS-00144-US,Female,22,Single,Indiana,3,1,Deal 1,Active,Active,Active,Cable,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Credit Card,92,6402,0,0,2656,8964,Stayed,,
CUS-00145-US,Female,34,Single,Ohio,9,23,,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Credit Card,91,3625,0,91,2015,6043,Stayed,,
CUS-00146-US,Female,40,Single,Virginia,10,23,,Active,Active,Active,DSL,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,100,6197,0,0,2258,9641,Stayed,,
CUS-00147-US,Female,33,Single,California,2,4,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,21,21,0,0,33,58,Joined,,
CUS-00148-US,Female,22,Married,Wisconsin,6,3,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,48,49,0,0,29,78,Joined,,
CUS-00149-US,Female,67,Married,Michigan,13,30,Deal 1,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Active,Active,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,85,5851,0,0,173,6350,Stayed,,
CUS-00150-US,Female,51,Single,Missouri,2,5,,Active,Active,Active,DSL,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,76,4216,0,0,411,4619,Stayed,,
CUS-00151-US,Female,20,Married,Missouri,11,11,,Active,Inactive,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,111,8297,0,0,3167,10706,Stayed,,
CUS-00152-US,Female,70,Married,North Carolina,1,29,Deal 2,Active,Active,Active,Cable,Active,Active,Active,Active,Inactive,Active,Active,Active,One Year,Active,Credit Card,87,4510,0,0,1942,6703,Stayed,,
CUS-00153-US,Female,37,Single,Texas,14,16,Deal 1,Active,Inactive,Active,Cable,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,One Year,Inactive,Credit Card,48,3170,0,0,3343,6994,Stayed,,
CUS-00154-US,Male,61,Single,Indiana,9,38,Deal 3,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,73,2105,0,0,442,2580,Churned,Price,Competitor had better devices
CUS-00155-US,Female,25,Married,Tennessee,6,22,Deal 3,Active,Active,Active,DSL,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,64,1964,0,0,1065,3320,Stayed,,
CUS-00156-US,Male,82,Single,New Jersey,13,19,,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,76,1796,0,0,181,2070,Churned,Attitude,Attitude of support person
CUS-00157-US,Female,29,Single,Wisconsin,2,19,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,90,294,0,0,103,372,Joined,,
CUS-00158-US,Male,21,Married,Pennsylvania,4,3,Deal 5,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Active,Month-to-Month,Active,Bank Withdrawal,81,194,0,0,80,239,Churned,Price,Competitor made better offer
CUS-00159-US,Male,52,Single,New York,9,2,,Active,Inactive,Active,Cable,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Month-to-Month,Active,Credit Card,68,681,0,0,344,1001,Churned,Price,Competitor made better offer
CUS-00160-US,Female,47,Married,Washington,13,1,Deal 2,Active,Active,Active,Cable,Active,Inactive,Inactive,Active,Active,Inactive,Inactive,Active,Two Year,Active,Credit Card,71,3604,0,0,2350,5982,Stayed,,
CUS-00161-US,Female,49,Married,Michigan,11,33,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Bank Withdrawal,18,1323,0,0,2284,3763,Stayed,,
CUS-00162-US,Male,78,Single,North Carolina,2,26,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,73,2388,0,0,1629,3809,Churned,Attitude,Attitude of support person
CUS-00163-US,Female,55,Married,Illinois,1,23,Deal 4,Active,Inactive,Active,Fiber Optic,Active,Inactive,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,97,1508,0,0,473,1921,Stayed,,
CUS-00164-US,Female,43,Single,Missouri,0,32,Deal 1,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,106,7215,0,0,1110,7165,Stayed,,
CUS-00165-US,Female,45,Single,Massachusetts,1,7,,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,123,7513,0,0,1185,9624,Stayed,,
CUS-00166-US,Male,42,Single,Tennessee,14,14,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,18,65,0,0,76,137,Churned,Attitude,Attitude of support person
CUS-00167-US,Female,16,Single,Illinois,14,2,,Active,Active,Inactive,,,,,,,,,,One Year,Inactive,Credit Card,26,518,0,0,1102,1715,Stayed,,
CUS-00168-US,Female,56,Single,Washington,3,23,,Active,Active,Active,DSL,Active,Active,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,69,4998,24,0,2039,7425,Stayed,,
CUS-00169-US,Female,25,Married,Indiana,13,4,Deal 5,Inactive,,Active,Cable,Active,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Inactive,Credit Card,1,509,0,0,0,422,Stayed,,
CUS-00170-US,Female,48,Married,Arizona,11,31,Deal 5,Active,Inactive,Active,DSL,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,55,483,0,0,13,461,Stayed,,
CUS-00171-US,Female,35,Single,Florida,12,10,Deal 1,Inactive,,Active,Cable,Inactive,Inactive,Inactive,Active,Active,Active,Active,Inactive,Two Year,Inactive,Bank Withdrawal,52,3258,0,113,0,3722,Stayed,,
CUS-00172-US,Male,30,Married,Georgia,0,18,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,22,114,0,0,174,266,Churned,Attitude,Attitude of support person
CUS-00173-US,Male,32,Married,New York,11,9,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,105,5390,0,0,2145,7794,Churned,Price,Competitor had better devices
CUS-00174-US,Female,55,Single,California,11,16,Deal 2,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Bank Withdrawal,21,1144,0,0,2434,4009,Stayed,,
CUS-00175-US,Female,77,Married,Michigan,3,23,Deal 4,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Mailed Check,31,345,0,0,0,340,Stayed,,
CUS-00176-US,Female,56,Single,Massachusetts,10,13,,Active,Inactive,Active,DSL,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,56,1400,0,0,904,2246,Stayed,,
CUS-00177-US,Female,58,Single,Florida,16,23,,Active,Inactive,Active,DSL,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,58,1932,0,0,1436,3623,Stayed,,
CUS-00178-US,Female,38,Married,Wisconsin,7,34,Deal 2,Active,Active,Active,DSL,Inactive,Active,Active,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,78,4337,0,0,224,5003,Stayed,,
CUS-00179-US,Male,63,Married,Ohio,10,19,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,100,89,0,0,6,104,Churned,Price,Competitor had better devices
CUS-00180-US,Female,35,Married,Washington,7,9,Deal 5,Active,Inactive,Active,DSL,Inactive,Inactive,Active,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,65,333,0,0,71,382,Stayed,,
CUS-00181-US,Female,56,Married,Tennessee,7,36,,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Active,Inactive,Active,Active,Inactive,One Year,Active,Bank Withdrawal,59,1318,0,62,871,2023,Stayed,,
CUS-00182-US,Female,31,Single,Georgia,10,31,,Inactive,,Active,DSL,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Inactive,Credit Card,55,2364,28,0,0,2343,Stayed,,
CUS-00183-US,Female,57,Single,Washington,8,34,,Inactive,,Active,DSL,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,61,4668,0,0,0,4713,Stayed,,
CUS-00184-US,Female,46,Married,California,9,23,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Bank Withdrawal,22,662,10,0,505,1120,Stayed,,
CUS-00185-US,Male,47,Married,Ohio,2,8,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,109,884,0,0,135,911,Churned,Price,Competitor made better offer
CUS-00186-US,Female,39,Married,Arizona,11,14,Deal 2,Active,Active,Active,DSL,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Inactive,One Year,Inactive,Mailed Check,64,2280,0,143,1397,4270,Stayed,,
CUS-00187-US,Female,34,Married,Ohio,12,14,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Active,Credit Card,20,83,0,0,114,196,Stayed,,
CUS-00188-US,Female,56,Married,Massachusetts,2,34,,Inactive,,Active,DSL,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,One Year,Active,Credit Card,36,384,0,108,0,542,Stayed,,
CUS-00189-US,Male,63,Married,Illinois,1,20,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,94,447,0,0,151,567,Churned,Price,Competitor made better offer
CUS-00190-US,Female,62,Single,Massachusetts,7,5,Deal 4,Active,Inactive,Inactive,,,,,,,,,,One Year,Inactive,Credit Card,18,328,0,0,649,1049,Stayed,,
CUS-00191-US,Female,74,Single,Illinois,6,21,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Active,Active,Active,Inactive,Active,One Year,Inactive,Bank Withdrawal,98,7337,0,0,461,7319,Stayed,,
CUS-00192-US,Female,25,Single,Illinois,5,21,,Inactive,,Active,DSL,Inactive,Active,Active,Active,Inactive,Inactive,Inactive,Active,One Year,Active,Credit Card,42,435,0,0,0,441,Stayed,,
CUS-00193-US,Male,58,Married,Pennsylvania,4,26,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,91,6184,0,0,2726,8478,Churned,Dissatisfaction,Service dissatisfaction
CUS-00194-US,Female,59,Single,North Carolina,13,32,,Active,Inactive,Active,Cable,Active,Active,Active,Active,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,86,5953,0,0,1631,7864,Stayed,,
CUS-00195-US,Female,57,Single,Missouri,12,5,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,20,191,0,0,368,503,Stayed,,
CUS-00196-US,Female,65,Single,Virginia,12,32,,Active,Inactive,Active,DSL,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,47,305,0,0,253,514,Stayed,,
CUS-00197-US,Male,57,Married,Arizona,4,27,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,92,2363,0,46,953,3488,Churned,Dissatisfaction,Service dissatisfaction
CUS-00198-US,Female,32,Married,Pennsylvania,6,5,Deal 5,Active,Inactive,Active,Cable,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Mailed Check,58,319,0,0,38,343,Stayed,,
CUS-00199-US,Female,52,Single,Illinois,9,27,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,86,817,0,0,304,1282,Stayed,,
CUS-00200-US,Male,28,Married,Illinois,9,21,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,78,76,0,0,46,135,Churned,Price,Competitor had better devices
CUS-00201-US,Female,35,Single,Florida,0,31,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Bank Withdrawal,20,945,0,0,134,1207,Stayed,,
CUS-00202-US,Female,27,Single,Maryland,9,8,Deal 5,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,61,167,0,0,37,195,Joined,,
CUS-00203-US,Female,50,Married,Massachusetts,0,7,Deal 2,Active,Inactive,Active,Fiber Optic,Active,Active,Active,Active,Inactive,Active,Active,Active,Two Year,Inactive,Credit Card,96,5787,0,0,2358,8415,Stayed,,
CUS-00204-US,Male,24,Single,Maryland,6,32,,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,103,2214,0,0,805,3342,Churned,Other,Don't know
CUS-00205-US,Male,54,Single,Indiana,0,23,,Active,Inactive,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,44,86,0,0,50,141,Churned,Price,Competitor had better devices
CUS-00206-US,Male,29,Married,California,6,21,,Active,Inactive,Active,DSL,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,51,51,0,0,12,61,Churned,Attitude,Attitude of support person
CUS-00207-US,Female,50,Single,Tennessee,15,21,,Active,Active,Inactive,,,,,,,,,,Two Year,Active,Credit Card,24,111,0,0,95,236,Joined,,
CUS-00208-US,Male,70,Married,Texas,10,21,,Active,Active,Active,Cable,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,95,7123,0,0,1388,9057,Churned,Price,Competitor offered more data
CUS-00209-US,Male,48,Married,Texas,7,9,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,87,769,0,76,166,979,Churned,Price,Competitor offered more data
CUS-00210-US,Female,62,Single,Georgia,3,20,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Inactive,Bank Withdrawal,107,3903,0,0,738,4748,Stayed,,
CUS-00211-US,Male,43,Married,Texas,14,34,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,68,63,0,0,18,93,Churned,Price,Competitor had better devices
CUS-00212-US,Male,37,Single,New York,13,27,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,99,340,0,0,88,440,Churned,Competitor,Price too high
CUS-00213-US,Female,55,Single,Washington,4,13,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Inactive,Bank Withdrawal,106,6379,0,0,1133,7133,Stayed,,
CUS-00214-US,Male,48,Single,Washington,5,27,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,63,336,0,0,81,383,Churned,Attitude,Attitude of service provider
CUS-00215-US,Male,74,Married,Tennessee,1,1,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,82,230,0,0,26,285,Churned,Price,Competitor made better offer
CUS-00216-US,Female,46,Single,Indiana,9,23,,Active,Active,Active,Cable,Active,Active,Inactive,Active,Inactive,Inactive,Inactive,Inactive,One Year,Active,Credit Card,68,3404,42,164,2046,5068,Stayed,,
CUS-00217-US,Female,37,Single,Florida,12,23,,Inactive,,Active,DSL,Active,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,64,4459,0,0,0,4675,Stayed,,
CUS-00218-US,Female,63,Single,Tennessee,10,14,Deal 1,Active,Inactive,Active,DSL,Active,Active,Active,Active,Active,Inactive,Inactive,Inactive,Two Year,Inactive,Bank Withdrawal,79,5586,0,127,389,6084,Stayed,,
CUS-00219-US,Male,67,Married,Michigan,10,30,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,100,4493,0,127,416,5380,Churned,Competitor,Price too high
